userID,recipeID,prediction
774665,247898,
428060,247898,
911707,247898,
1244621,247898,
939002,247898,
1353245,340106,
1980448,340106,
1802383508,340106,
489552,367203,
749933,391049,
82616,170360,
138799,261686,
1680722,261686,
296809,298211,
1021740,345279,
312577,345279,
704950,375962,
350812,375962,
329769,424884,
174096,424884,
227652,424884,
30789,17895,
355637,156590,
855082,438292,
56061,114860,
68884,114860,
203717,114860,
291568,114860,
125325,114860,
157785,128516,
565074,128516,
375730,128516,
1190168,128516,
47907,156590,
144798,156590,
171084,156590,
209137,156590,
128473,156590,
60992,18061,
206191,18061,
242527,18061,
284904,18061,
333549,18061,
325045,18061,
332211,18061,
664325,18061,
219865,18061,
2000649418,18061,
67899,82227,
356127,225906,
203013,371540,
1218598,371540,
21841,371540,
1984285,426892,
242208,262817,
607820,275842,
542159,275842,
1880560,427735,
1806723,427735,
520830,427735,
1136448,427735,
446143,472256,
2853258,472256,
102396,65326,
95743,121606,
1193905,288715,
841895,288715,
422893,312054,
463337,21761,
74281,118905,
250238,118905,
401939,118905,
538563,118905,
452940,118905,
280271,118905,
472074,118905,
434697,118905,
576273,118905,
406741,118905,
163112,140968,
227932,299987,
201614,299987,
126440,299987,
57695,397415,
107135,503299,
226867,503299,
203467,121796,
28636,121796,
364685,207385,
146486,207385,
362919,207385,
1959584,207385,
353579,218056,
350627,218056,
488992,218056,
133547,218056,
2001264220,435190,
37449,281409,
962690,211120,
424680,211120,
220348,211120,
23466,211120,
1942831,211120,
1802713149,263602,
586751,281409,
522275,281409,
38643,281409,
428885,281409,
498271,281409,
369363,281409,
88099,281409,
358438,281409,
32058,281409,
755277,281409,
166294,281409,
397008,17895,
82538,17895,
738401,17895,
289272,164825,
49542,164825,
326039,164825,
424680,201473,
427761,201473,
385678,201473,
593927,201473,
286566,201473,
174096,201473,
1404909,201473,
2006814,201473,
1037914,201473,
383346,263447,
531768,389327,
386585,431118,
111678,156590,
293605,156590,
209613,156590,
484801,156590,
687199,156590,
284291,156590,
55729,156590,
27060,156590,
229605,156590,
35488,156590,
933008,156590,
305621,156590,
633027,156590,
457907,156590,
131021,156590,
439797,156590,
1269015,156590,
775180,156590,
356127,225418,
1177387,225418,
1141815,225418,
386585,447742,
2803273,447742,
174096,458827,
498271,458827,
278118,243789,
383346,243789,
498271,243789,
213139,243789,
498271,248380,
227978,365426,
2451192,365426,
1800083630,365426,
2001743915,365426,
223979,424063,
195589,424063,
58104,424063,
107135,424063,
169430,424063,
47892,424063,
2458779,201473,
2000991896,201473,
2001115394,201473,
2001754101,201473,
2002031145,201473,
2002180458,201473,
227652,234165,
440937,234165,
68010,234165,
1100340,282810,
226863,282810,
452940,314976,
621626,314976,
88099,350310,
37449,44351,
25792,44351,
63070,44351,
149043,44351,
95263,44351,
305531,44351,
336649,44351,
170628,44351,
93006,44351,
254255,44351,
407007,281409,
656305,281409,
936601,281409,
485109,281409,
1366254,281409,
58836,281409,
1674379,281409,
1711014,281409,
1052873,281409,
1801881507,281409,
2001502582,281409,
2001517835,281409,
2001688182,281409,
1171764,286777,
1009013,322898,
158086,322898,
136997,334658,
369715,334658,
158086,360397,
12387,360397,
692025,360397,
291284,150149,
33159,159822,
169796,159822,
1802753850,159822,
409271,199565,
779556,199565,
1752763,199565,
13593,294626,
38643,294626,
1660288,294626,
2185668,294626,
120566,294626,
46660,14608,
82264,14608,
228241,14608,
1168913,14608,
1676596,14608,
47898,41362,
57042,312054,
1458294,312054,
1237142,364492,
1241237,364492,
133174,364492,
2324285,474165,
47559,483125,
386585,483125,
461834,483125,
28636,31039,
632025,31039,
386849,54606,
95743,83910,
190628,44351,
56087,44351,
1028642,44351,
33159,44351,
76535,71589,
22973,71589,
207176,107917,
576675,107917,
166642,186346,
430471,186346,
284897,273724,
242766,382792,
1656428,396814,
50643,26760,
74516,26760,
32772,26760,
75490,26760,
138990,26760,
213699,41488,
125458,140648,
1287956,481649,
398275,367203,
318262,367203,
186855,388651,
1626255,388651,
166642,408605,
361931,408605,
844554,408605,
1309564,408605,
1935165,408605,
581454,408605,
287850,448916,
140132,448916,
2427523,487659,
29196,45804,
54243,61726,
209747,61726,
337120,61726,
80353,61726,
227607,61726,
107135,61726,
335277,61726,
551297,61726,
37449,61726,
752146,61726,
690623,61726,
204261,61726,
353579,61726,
145352,61726,
428885,61726,
144490,61726,
37779,61726,
460048,61726,
385678,61726,
171790,61726,
1026723,61726,
368078,61726,
465524,61726,
46104,61726,
971169,61726,
1190527,61726,
395981,61726,
283611,61726,
144373,61726,
1582524,61726,
1058097,61726,
96177,61726,
465056,61726,
447487,61726,
55729,61726,
8688,61726,
298981,61726,
117501,61726,
176615,61726,
468351,61726,
870569,61726,
962999,61726,
1800038174,61726,
2000434796,61726,
230102,61726,
2777037,61726,
2001907697,61726,
67899,79170,
383346,79170,
473266,103418,
37449,282155,
197023,282155,
226863,447683,
841895,154487,
969802,204997,
2344263,204997,
870681,204997,
309630,272381,
424680,313106,
29196,417860,
60992,51387,
52282,51387,
56181,51387,
42062,51387,
91392,104941,
591307,360397,
1362338,360397,
182382,360397,
369715,365472,
455641,422848,
239758,422848,
594181,422848,
150281,422848,
163112,422848,
1183663,422848,
1800093734,422848,
2001071405,422848,
2001651594,422848,
199848,474128,
2860371,474128,
895132,424063,
128473,424063,
37449,424063,
80353,424063,
383346,424063,
37449,459147,
10802,16933,
39835,103733,
383962,103733,
327600,103733,
95241,103733,
296809,103733,
178427,103733,
1380788,103733,
27783,103733,
1058097,103733,
600105,103733,
1802636596,515142,
9841,17782,
24386,17782,
39835,17782,
27798,17782,
2001477029,17782,
2001883783,17782,
2126734,426892,
649709,426892,
2703094,426892,
1531877,426892,
1802843631,426892,
2000816746,426892,
2001094183,426892,
2001118923,426892,
2001225847,426892,
2001176194,426892,
2001471823,426892,
2001523418,426892,
2000201195,426892,
179133,458827,
37072,55381,
69838,24992,
447165,24992,
427184,24992,
2001869746,133751,
228458,503299,
1745502,503299,
56141,56302,
1806775,56302,
44372,36518,
6258,36518,
153145,36518,
279989,36518,
37449,36518,
357071,36518,
416191,36518,
125388,36518,
135566,36518,
155908,41362,
29196,42127,
149363,42127,
53932,42127,
253710,42127,
37106,50722,
102602,50722,
1072593,11952,
8526,17675,
86520,94064,
119956,94064,
373050,94064,
95743,108867,
168462,108867,
200129,108867,
135557,108867,
366781,108867,
543955,108867,
149363,170131,
424680,234869,
522099,310793,
166642,310793,
130663,310793,
167527,310793,
542159,336408,
171790,336408,
617197,37015,
1445414,50722,
644191,50722,
2001967428,50722,
55729,45804,
159398,40180,
133174,40180,
25933,14170,
27643,14170,
33493,14170,
51931,14170,
40114,14170,
36944,14170,
364211,14170,
262312,14170,
527016,14170,
308049,14170,
888823,14170,
871001,45804,
358698,45804,
47892,68224,
57397,41801,
101376,43393,
268058,43393,
187373,43393,
870094,78878,
69904,103045,
189410,103045,
105459,103045,
213909,103045,
91584,103045,
201581,14170,
2001731103,14170,
39636,49659,
9869,49659,
719572,49659,
1924831,49659,
63070,64460,
129314,64460,
79946,64460,
311569,130767,
199848,130767,
179133,148559,
88099,293467,
131674,293467,
58104,293467,
43083,293467,
89831,50722,
179309,50722,
147739,50722,
86240,50722,
239965,50722,
99850,50722,
72004,50722,
38024,50722,
288143,50722,
110328,50722,
176615,50722,
330582,50722,
153971,50722,
168462,50722,
151850,50722,
341957,50722,
271911,50722,
335326,50722,
331505,50722,
341608,50722,
211831,50722,
29782,50722,
183872,50722,
24565,50722,
166413,50722,
430823,50722,
850974,50722,
57062,50722,
139930,50722,
494934,50722,
496290,50722,
98230,50722,
366118,50722,
176516,50722,
622588,50722,
420921,50722,
246534,50722,
713071,50722,
528524,50722,
321836,50722,
736679,50722,
118147,50722,
541453,50722,
333840,50722,
55578,50722,
1170151,50722,
279550,50722,
563781,50722,
225903,50722,
1057076,50722,
344087,50722,
844643,50722,
1281218,50722,
940103,50722,
1288177,50722,
1325461,50722,
1321239,50722,
240958,50722,
615522,50722,
585739,50722,
1275428,50722,
603432,50722,
155290,50722,
502463,50722,
581862,50722,
1558078,50722,
402279,50722,
396955,50722,
833364,50722,
1881682,50722,
1970612,50722,
225267,50722,
293086,50722,
157785,50722,
1100022,50722,
2621624,50722,
2471738,50722,
2628282,50722,
2739765,50722,
2774562,50722,
2156777,50722,
2954917,50722,
612016,50722,
1801108944,50722,
421268,50722,
1802748645,50722,
1803189770,50722,
1803383572,50722,
